cart_position,pole_angle,cart_velocity,pole_angular_velocity,action,reward,next_cart_position,next_pole_angle,next_cart_velocity,next_pole_angular_velocity,terminated
-0.008176239185595329,-0.007234076539853714,0.00495826432556642,0.002293069500797642,0.006322198,1,-0.007923267179519695,-0.007371736150789942,0.007676627362712057,-0.009047041788038834,False
-0.007923267179519695,-0.007371736150789942,0.007676627362712057,-0.009047041788038834,-0.0064849765,1,-0.007648019361777989,-0.0077546381526526886,0.006092599224035073,-0.010161377716563539,False
-0.007648019361777989,-0.0077546381526526886,0.006092599224035073,-0.010161377716563539,-0.010556873,1,-0.007462381769608516,-0.008127330066987909,0.0032001899305397477,-0.008572657173980048,False
-0.007462381769608516,-0.008127330066987909,0.0032001899305397477,-0.008572657173980048,-0.012042319,1,-0.007401087711123176,-0.00842482077649256,-0.0001250200271920651,-0.006394847367507592,False
-0.007401087711123176,-0.00842482077649256,-0.0001250200271920651,-0.006394847367507592,-0.012669181,1,-0.007475807226974394,-0.008635794704211107,-0.0036020954694716343,-0.004229615050456188,False
-0.007475807226974394,-0.008635794704211107,-0.0036020954694716343,-0.004229615050456188,-0.012934415,1,-0.007690397192961656,-0.008764296536483336,-0.007120362420196472,-0.002252335994065945,False
-0.007690397192961656,-0.008764296536483336,-0.007120362420196472,-0.002252335994065945,-0.012991978,1,-0.008045331446320626,-0.008818875521586216,-0.010621065721662994,-0.0005154846186026036,False
-0.008045331446320626,-0.008818875521586216,-0.010621065721662994,-0.0005154846186026036,-0.012900209,1,-0.008539112650525357,-0.00880940775603935,-0.014064316096244929,0.0009662723908724164,False
-0.008539112650525357,-0.00880940775603935,-0.014064316096244929,0.0009662723908724164,-0.012690639,1,-0.009168839684740042,-0.008746077631476902,-0.017419784410863535,0.002191928879761151,False
-0.009168839684740042,-0.008746077631476902,-0.017419784410863535,0.002191928879761151,-0.012386898,1,-0.00993053447144653,-0.008638978820557143,-0.020663941456503163,0.0031669489031887856,False
-0.00993053447144653,-0.008638978820557143,-0.020663941456503163,0.0031669489031887856,-0.012009878,1,-0.010819394728956105,-0.008497904642549493,-0.02377910344006138,0.003900883172422627,False
-0.010819394728956105,-0.008497904642549493,-0.02377910344006138,0.003900883172422627,-0.011578944,1,-0.01183001740567165,-0.008332207154282123,-0.026752917301143132,0.004406284558377829,False
-0.01183001740567165,-0.008332207154282123,-0.026752917301143132,0.004406284558377829,-0.011112131,1,-0.01295660335290354,-0.008150691780833353,-0.02957793608655601,0.004698003281774259,False
-0.01295660335290354,-0.008150691780833353,-0.02957793608655601,0.004698003281774259,-0.010626152,1,-0.0141931453916137,-0.007961536659044623,-0.03225121256477948,0.004792648884753782,False
-0.0141931453916137,-0.007961536659044623,-0.03225121256477948,0.004792648884753782,-0.010136254,1,-0.015533599470701839,-0.007772233018775053,-0.034773859773813746,0.004708071957409526,False
-0.015533599470701839,-0.007772233018775053,-0.034773859773813746,0.004708071957409526,-0.0096562,1,-0.016972038339117704,-0.007589544492224551,-0.03715061568439181,0.004462931083198606,False
-0.016972038339117704,-0.007589544492224551,-0.03715061568439181,0.004462931083198606,-0.009198159,1,-0.018502787247944873,-0.007419483867526284,-0.03938937972590514,0.00407625036961219,False
-0.018502787247944873,-0.007419483867526284,-0.03938937972590514,0.00407625036961219,-0.0087727625,1,-0.020120541635545226,-0.007267305479026576,-0.04150077496758138,0.003567075606372939,False
-0.020120541635545226,-0.007267305479026576,-0.04150077496758138,0.003567075606372939,-0.008389046,1,-0.021820466992077407,-0.007137511586489994,-0.04349769466297781,0.0029541160893981843,False
-0.021820466992077407,-0.007137511586489994,-0.04349769466297781,0.0029541160893981843,-0.008054562,1,-0.02359828138892209,-0.007033870989923065,-0.04539488856007313,0.0022554871700274284,False
-0.02359828138892209,-0.007033870989923065,-0.04539488856007313,0.0022554871700274284,-0.007775375,1,-0.025450321474339958,-0.0069594479949060045,-0.04720854970840104,0.0014884481813590015,False
-0.025450321474339958,-0.0069594479949060045,-0.04720854970840104,0.0014884481813590015,-0.007556179,1,-0.027373592678835816,-0.006916640425037416,-0.04895593785138852,0.0006692093767873246,False
-0.027373592678835816,-0.006916640425037416,-0.04895593785138852,0.0006692093767873246,-0.007400382,1,-0.029365804907315166,-0.006907224583191044,-0.05065503017575694,-0.00018722436416322412,False
-0.029365804907315166,-0.006907224583191044,-0.05065503017575694,-0.00018722436416322412,-0.007310197,1,-0.031425394802602945,-0.006932405875403197,-0.05232419896904356,-0.0010671819123743303,False
-0.031425394802602945,-0.006932405875403197,-0.05232419896904356,-0.0010671819123743303,-0.0072867773,1,-0.03355153592045689,-0.006992873501435379,-0.05398192936777099,-0.001958402407795229,False
-0.03355153592045689,-0.006992873501435379,-0.05398192936777099,-0.001958402407795229,-0.007330312,1,-0.03574413818149317,-0.007088857812612142,-0.0556465653627644,-0.0028500929269341425,False
-0.03574413818149317,-0.007088857812612142,-0.0556465653627644,-0.0028500929269341425,-0.0074401624,1,-0.03800383794308001,-0.007220189158329604,-0.05733609468926943,-0.003732946135810565,False
-0.03800383794308001,-0.007220189158329604,-0.05733609468926943,-0.003732946135810565,-0.0076149753,1,-0.04033198011179228,-0.007386356998358473,-0.059067965913400446,-0.0045991363135003335,False
-0.04033198011179228,-0.007386356998358473,-0.059067965913400446,-0.0045991363135003335,-0.007852813,1,-0.04273059368108788,-0.007586568218267499,-0.06085894256015491,-0.005442283800141637,False
-0.04273059368108788,-0.007586568218267499,-0.06085894256015491,-0.005442283800141637,-0.008151246,1,-0.04520236192041845,-0.007819803991591396,-0.06272498156931568,-0.0062574176527813484,False
-0.04520236192041845,-0.007819803991591396,-0.06272498156931568,-0.0062574176527813484,-0.008507501,1,-0.04775058856825052,-0.00808487421626305,-0.064681154997106,-0.007040891901750932,False
-0.04775058856825052,-0.00808487421626305,-0.064681154997106,-0.007040891901750932,-0.008918529,1,-0.050379161210567375,-0.00838046893734794,-0.06674158765900062,-0.007790317814241567,False
