cart_position,pole_angle,cart_velocity,pole_angular_velocity,action,reward,next_cart_position,next_pole_angle,next_cart_velocity,next_pole_angular_velocity,terminated
-0.004584167557316689,-0.003665621933929215,0.0026625290023359295,0.009657331636699065,-2.1403723,1,-0.018709172025518295,0.029545037825059715,-0.7069483208387006,1.6343568700172113,False
-0.018709172025518295,0.029545037825059715,-0.7069483208387006,1.6343568700172113,-2.8980618,1,-0.06602397253996589,0.1377528935379944,-1.6552670342558902,3.758980059512668,False
-0.06602397253996589,0.1377528935379944,-1.6552670342558902,3.758980059512668,-0.75990206,0,-0.13669086589669677,0.29701294802420675,-1.876880587174244,4.217401386551847,True
0.003980901532972683,-0.0069629523207636315,0.007388638928669062,-0.007791785074840709,0.2606488,1,0.0060208301048281,-0.011391953347958679,0.09437729323543392,-0.21167558752351176,False
0.0060208301048281,-0.011391953347958679,0.09437729323543392,-0.21167558752351176,-0.18757278,1,0.008537912148657961,-0.016921422745190248,0.0318077883213552,-0.06792223911225098,False
0.008537912148657961,-0.016921422745190248,0.0318077883213552,-0.06792223911225098,1.5536733,1,0.020167319345602622,-0.043764869390335845,0.5482431764106582,-1.262470764129772,False
0.020167319345602622,-0.043764869390335845,0.5482431764106582,-1.262470764129772,1.2014484,1,0.049967057863874106,-0.11192371955437407,0.9411323321127424,-2.14452611522064,False
0.049967057863874106,-0.11192371955437407,0.9411323321127424,-2.14452611522064,0.61973375,0,0.0915594224172367,-0.20660773271652577,1.1385668989856579,-2.5983670349124086,True
0.008479803879840639,-0.007246624277864235,-0.004288368837408379,0.0013386241395939203,-1.1370801,1,0.0007575590520257564,0.010144467704973124,-0.38081979798127963,0.859598399968961,False
0.0007575590520257564,0.010144467704973124,-0.38081979798127963,0.859598399968961,0.8655913,1,-0.00861288989519643,0.030358940514871802,-0.08918756323011151,0.1649975930758404,False
-0.00861288989519643,0.030358940514871802,-0.08918756323011151,0.1649975930758404,2.3714485,1,0.0035451567236662925,0.001069931141264539,0.6949599304555136,-1.6106620780992937,False
0.0035451567236662925,0.001069931141264539,0.6949599304555136,-1.6106620780992937,2.8373184,1,0.049940585866934194,-0.10464948887410506,1.6221222111361084,-3.662100499145571,False
